#OTU_IDs	trait1
Rahnella_perminowiae-_-MW715676--_SL6T	26.0
Halomonas_zincidurans-_-JQ781698--_B6_T	9.0
Gracilimonas_mengyeensis-_-KC561141--_YIM_J14_T	25.0
Deinococcus_depolymerans-_-AB264134--_TDMA-24_T	25.0
Soortia_roseihalophila-_-KU695464--_Bsw-2b_T	24.0
Pseudonocardia_yunnanensis-_-AJ252822--_IMSNU_22019_T	28.0
Comamonas_granuli-_-AB681516--_NBRC_101663_T	25.0
Aridibacter_nitratireducens-_-KX443571--_A_24_SHP_-5_238_T	25.0
Peterkaempfera_griseoplana-_-AB122751--_IFO_12779_T	25.0
Halanaerobium_saccharolyticum_subsp._saccharolyticum-_-CAUI01000023--_DSM_6643_T	35.0
g__1221880	30.0
Porphyromonas_gingivalis-_-AB035459--_ATCC33277_T	34.0
Pilimelia_terevasa-_-X93190--_DSM_43040_T	25.0
Caballeronia_arvi-_-FCOM02000208--_LMG_29317_T	24.0
Salinactinospora_qingdaonensis-_-GU253338--_CXB832_T	36.0
g__929812	31.0
g__243627	27.0
Solidesulfovibrio_marrakechensis-_-AM947130--_DSM_19337_T	27.0
Streptomyces_djakartensis-_-AB184657--_NBRC_15409_T	25.0
Mycoplasma_sualvi-_-AF412988--_Mayfield_B-T-_T	26.0
Amycolatopsis_vancoresmycina-_-AJ508240--_DSM_44592_T	25.0
Hymenobacter_rigui-_-AB681385--_NBRC_101118_T	25.0
g__1962946	35.0
g__414045	20.0
Pigmentiphaga_humi-_-MH667611--_IMT-318_T	34.0
Chryseomicrobium_aureum-_-KF781632--_BUT-2_T	29.0
Alteripontixanthobacter_maritimus-_-KF385494--_HME9302_T	25.0
Flavobacterium_frigidimaris-_-AB183888--_KUC-1_T	23.0
Sphingomonas_parapaucimobilis-_-D13724--_IFO_15100_T	27.0
g__1007082	28.0
Glycomyces_rutgersensis-_-AJ293748--_IMSNU_22074T_T	25.0
Agaribacter_marinus-_-AB890122--_8-8_T	14.0
Rectinema_cohabitans-_-KP297860--_HM_T	33.0
Microbacterium_amylolyticum-_-HQ605925--_N5_T	31.0
Lysobacter_agri-_-KM576858--_THG-SKA3_T	29.0
Pelagibius_marinus-_-MT525295--_NBU2595_T	25.0
g__445	31.0
Pseudomonas_typographi-_-JAAOCA000000000--_CA3A_T	23.0
g__441	27.0
Microlunatus_speluncae-_-MF480393--_SYSU_K12189_T	27.0
Chryseobacterium_ureilyticum-_-AM232806--_F-Fue-04IIIaaaa_T	25.0
Aeromonas_aquatica-_-EU723943--_AE235_T	33.0
Halogranum_gelatinilyticum-_-GQ282624--_TNN44_T	35.0
Bacillus_xiamenensis-_-AMSH01000114--_HYC-10_T	40.0
Paenibacillus_periandrae-_-KT257095--_PM10_T	28.0
Chitinophaga_sedimenti-_-KX962169--_TFL-3_T	21.0
Algoriphagus_antarcticus-_-AJ577141--_LMG_21980_T	21.0
Amycolatopsis_alba-_-AF051340--_DSM_44262_T	24.0
Roseomonas_suffusca-_-LT009497--_S1_T	27.0
Fulvimonas_soli-_-AJ311653--_LMG_19981_T	25.0
Christensenella_intestinihominis-_-KX078376--_AF73-05CM02_T	50.0
Leptospira_gomenensis-_-RQFA01000001--_KIT0278_T	27.0
Rhodocyclus_purpureus-_-M34132--_6770_T	23.0
Nocardia_altamirensis-_-EU006090--_DSM_44997_T	27.0
Pseudarthrobacter_niigatensis-_-AB248526--_LC4_T	27.0
Parablastomonas_arctica-_-KC759680--_M0-2_T	25.0
Deferribacter_thermophilus-_-U75602--_BMA1_T	53.0
Stappia_albiluteola-_-MT742667--_F7233_T	25.0
Primorskyibacter_marinus-_-KY086433--_PX7_T	22.0
g__1427378	34.0
Glycomyces_anabasis-_-KX119421--_EGI_6500139_T	24.0
Pseudomonas_brassicacearum_subsp._neoaurantiaca-_-EU391388--_CIP_109457_T	25.0
Alkalicoccus_daliensis-_-GU583651--_DLS13_T	30.0
Xylanibacter_rarus-_-KX198132--_109_T	31.0
g__1427376	35.0
Chthonomonas_calidirosea-_-AM749780--_T49_T	56.0
Promicromonospora_alba-_-KP784765--_1C-HV12_T	25.0
Ancylobacter_plantiphilus-_-MK931437--_1TC_T	26.0
Undibacterium_hunanense-_-MT875203--_CY18WT	30.0
Flavobacterium_covae-_-MW353013--_AL-02-36_T	15.0
Mesorhizobium_waitakense-_-KC237413--_ICMP_19523_T	24.0
Mycobacterium_goodii-_-Y12872--_M069_LTP__T	35.0
Pantoea_leporis-_-ON166845--_R_/type_materialtype_strain_of_Pantoea_leporisT	31.0
Streptomyces_kebangsaanensis-_-HM449824--_SUK12_T	23.0
g__667112	49.0
g__67572	17.0
g__67575	26.0
Thiomicrorhabdus_immobilis-_-AP024202--_Am19T	25.0
Virgibacillus_olivae-_-DQ139839--_E308_T	28.0
Mycobacterium_houstonense-_-AY457067--_ATCC_49403_T	36.0
Mycoplasma_pulmonis-_-AF125582--_PG34-T-_T	27.0
Propionibacterium_australiense-_-AF225962--_LCDC-98A072_T	29.0
Caenispirillum_bisanense-_-EF100694--_K92_T	26.0
Algoriphagus_resistens-_-KX852396--_NH1_T	20.0
Dyadobacter_fanqingshengii-_-OM857592--_CY399T	12.0
g__146784	24.0
g__359169	26.0
Marimonas_arenosa-_-KU671052--_CAU_1311_T	26.0
Amnimonas_aquatica-_-MF682432--_HR-E_T	29.0
g__2201383	27.0
Lysinibacillus_xylanilyticus-_-FJ477040--_XDB9_T	29.0
Streptomyces_ovatisporus-_-JN989306--_S4702_T	23.0
Domibacillus_aminovorans-_-LT174524--_CECT_151T	31.0
Rhizobium_cellulosilyticum-_-DQ855276--_ALA10B2_T	11.0
Hymenobacter_daejeonensis-_-KY412787--_PB105T	20.0
Desulfotalea_arctica-_-AF099061--_LSv514_T	9.0
Bartonella_chomelii-_-AY254309--_A828_LTP__T	35.0
Domibacillus_enclensis-_-JF893466--_NIO-1016_T	31.0
g__2674996	20.0
Rothia_mucilaginosa-_-X87758--_DSM_20746_LTP__T	32.0
Cryobacterium_zongtaii-_-JX949938--_TMN-42_T	29.0
Nesterenkonia_endophytica-_-MF630917--_EGI_60016_T	29.0
g__2749846	35.0
Glycomyces_phytohabitans-_-JQ819256--_KLBMP_1483_T	25.0
Polycladomyces_abyssicola-_-AB688114--_JIR-001_T	37.0
Methanocorpusculum_labreanum-_-AY260436--_DSM_4855_T	35.0
g__2351	46.0
Methylobacterium_bullatum-_-FJ268657--_F3.2_T	26.0
g__2357	35.0
Planktotalea_lamellibrachiae-_-LC200412--_JAM_119_T	9.0
Oceanobacillus_sojae-_-AB473561--_Y27_T	27.0
Lysobacter_ruishenii-_-GU086401--_CTN-1_T	23.0
Leptospira_montravelensis-_-RQFN01000000--_PZF5-3_T	27.0
Pseudomonas_muyukensis-_-CP077073--_COW39T	29.0
g__2824145	17.0
Dactylosporangium_fulvum-_-X93192--_DSM_43917_T	25.0
Planococcus_salinus-_-KX008965--_LCB217_T	11.0
Rhodococcus_cercidiphylli-_-EU325542--_YIM_65003_T	27.0
Natronotalea_proteinilytica-_-KU720569--_BSker2_T	34.0
Actinoplanes_friuliensis-_-FR733685--_HAG_010964_T	25.0
Caloramator_mitchellensis-_-GU723692--_VF08_T	56.0
Rahnella_woolbedingensis-_-KF308409--_FRB_227_T	27.0
Desulfuromonas_svalbardensis-_-AY835388--_112_T	27.0
g__57739	28.0
Pleomorphomonas_koreensis-_-AB127972--_Y9_T	25.0
g__2846749	25.0
g__2172004	31.0
Flavobacterium_muglaense-_-MW555593--_F-60_T	22.0
Pyramidobacter_porci-_-MN537479--_DSM_105193_T	33.0
g__2846747	24.0
Streptomyces_flavidovirens-_-AB184270--_NBRC_13039_T	24.0
Streptomyces_spongiicola-_-KT327868--_HNM0071_T	23.0
g__1860196	23.0
Mediterraneibacter_butyricigenes-_-LC423447--_KCTC_15684_T	33.0
g__2676837	28.0
Dyadobacter_psychrotolerans-_-MK272786--_AR-3-6_T	12.0
Marinospirillum_megaterium-_-AB006770--_H7_T	27.0
Glaciimonas_soli-_-MN100447--_GS1_T	29.0
Peptoniphilus_harei-_-Y07839--_DSM_10020-_SBH432_T	34.0
Kitasatospora_sampliensis-_-AY260167--_VT-36_T	25.0
g__1988	27.0
Streptomyces_tanashiensis-_-AY999856--_IFO_12919_T	26.0
g__1778653	23.0
Pseudomonas_mucoides-_-LR797589--__T	25.0
g__1080193	24.0
Pseudomonas_solani-_-LC744517--_Sm006_/type_materialtype_strain_of_Pseudomonas_solaniT	32.0
Spiroplasma_penaei-_-AY771927--_SHRIMP_T	28.0
Streptococcus_infantis-_-AEVD01000030--_ATCC_700779_T	35.0
Lamprocystis_purpurea-_-ARBC01000182--_DSM_4197_T	14.0
Pseudoalteromonas_aurantia-_-X82135--_ATCC_33046T_T	24.0
Bacteroides_luti-_-AB787271--_UasXn-3_T	31.0
Rheinheimera_tilapiae-_-HQ111524--_Ruye-90_T	28.0
g__1608404	17.0
Desulfosporosinus_metallidurans-_-MT359230--_OL_T	27.0
Paludibacter_propionicigenes-_-CP002345--_WB4_T	28.0
Halomonas_andesensis-_-EF622233--_LC6-_CCUG_54844-_LMG_24243_T	25.0
Halorubrum_salsamenti-_-KX376706--_Y69_T	30.0
Algiphilus_acroporae-_-MZ150212--_NNCM1_T	26.0
Salirhabdus_euzebyi-_-AM292417--_CVS-14_T	30.0
g__2008781	27.0
Actinomadura_madurae-_-X97889--_DSM_43067T_T	28.0
Pasteurella_caballi-_-AY362918--_ATCC_49197_T	34.0
Paenibacillus_ginsengihumi-_-EF452662--_DCY16_T	28.0
Desulfobotulus_sapovorans-_-FR733666--_DSM2055_T	26.0
Kineosporia_mikuniensis-_-AB377117--_NBRC_16234_T	26.0
Chromohalobacter_canadensis-_-AJ295143--_ATCC_43984_T_T	20.0
Geodermatophilus_siccatus-_-HE654548--_CF_6/1_T	24.0
Nocardia_iowensis-_-DQ925490--_NRRL_5646_T	26.0
g__51196	26.0
Campylobacter_subantarcticus-_-AM933371--_LMG_24377_T	36.0
g__51194	21.0
Mesorhizobium_hawassense-_-GQ847899--_AC99b_T	24.0
Photorhabdus_khanii_subsp._guanajuatensis-_-MK039081--_DSM_15194_T	25.0
Streptomyces_xinghaiensis-_-EF577247--_S187_T	26.0
Mammaliicoccus_vitulinus-_-AB009946--_ATCC_51145_T	32.0
Natronolimnohabitans_innermongolicus-_-AOHZ01000042--_JCM_12255_T	35.0
Rhodoplanes_serenus-_-AB087717--_TUT3530_T	24.0
Novosphingobium_malaysiense-_-KC907395--_MUSC_273_T	25.0
Rhizobium_alvei-_-HE649224--_TNR-22_T	24.0
Sphingobacterium_puteale-_-MH447269--_M05W1-28_T	12.0
Pararhizobium_herbae-_-GU565534--_CCBAU_83011_T	27.0
Pectobacterium_aquaticum-_-MK035744--_A212-S19-A16_T	26.0
g__2172823	26.0
Ramlibacter_solisilvae-_-KC569791--_5-10_T	26.0
Roseovarius_tibetensis-_-MF086675--_LM2_T	26.0
Carboxydocella_thermautotrophica-_-AY061974--_41_T	44.0
Kosmotoga_arenicorallina-_-AB530678--_S304_T	55.0
Corticimicrobacter_populi-_-KY214293--_3d-2-2_T	35.0
Paenibacillus_sinopodophylli-_-KX009022--_TEGR-3_T	27.0
Streptomyces_gancidicus-_-AB184660--_NBRC_15412_T	26.0
Staphylococcus_pettenkoferi-_-AF322002--_B3117_T	33.0
Rhodococcus_erythropolis-_-X80618--_DSM43188_T	22.0
Neorhizobium_xiangyangii-_-MT611284--_T786T	12.0
Neptunomonas_antarctica-_-FJ713802--_S3-22_T	10.0
Paenibacillus_planticolens-_-MT105336--_LMG_31457T_T	28.0
Streptomyces_amakusaensis-_-AY999781--_NRRL_B-3351_T	26.0
Weissella_sagaensis-_-LC438526--_X0750_T	28.0
g__1766253	35.0
Haladaptatus_halobius-_-MK640680--_PSR5T	29.0
Marinobacter_fuscus-_-MF487850--_NH169-3_T	31.0
Leptospira_ognonensis-_-RQGD01000001--_201_702_476_T	27.0
Zhongshania_aliphaticivorans-_-CP014544--_SM2_n_T	20.0
Actinomadura_formosensis-_-AJ293703--_IMSNU_22194T_T	28.0
Paenibacillus_brasilensis-_-AF273740--_PB172_T	28.0
Chryseomonas_duriflava-_-EU046271--_HR2_T	32.0
Modestobacter_marinus-_-EU181225--_42H12-1_T	22.0
g__2828338	21.0
g__507753	55.0
Salmonella_enterica_subsp._salamae-_-EU014685--_DSM_9220_T	35.0
g__46123	35.0
Roseburia_hominis-_-CP003040--_A2-183_T	34.0
Flavihumibacter_profundi-_-MF770247--_CHu64-6-1_T	21.0
Tahibacter_caeni-_-KJ179841--_BUT-6_T	25.0
Psychrobacillus_psychrotolerans-_-AJ277983--_DSM_11706_T	29.0
Citrobacter_braakii-_-AF025368--_CDC_80-58_T	32.0
Limosilactobacillus_panis-_-X94230--_DSM_6035T_T	34.0
Paenibacillus_konkukensis-_-KX462877--_SK-3146_T	28.0
Streptomyces_albus-_-AJ621602--_DSM_40313_T	25.0
Nonomuraea_syzygii-_-KF667499--_GKU_164_T	26.0
Blastopirellula_marina-_-HE861893--_DSM_3645_T	23.0
Jeotgalicoccus_halotolerans-_-AY028925--_YKJ-101_T	30.0
Lysobacter_firmicutimachus-_-KU593484--_PB-6250_T	30.0
Thermocatellispora_soli-_-LC333391--_CHM3-46_T	26.0
g__2893036	21.0
g__2756312	30.0
Microbacterium_kunmingense-_-MW723386--_JXJ_CY_27-2_/type_materialtype_strain_of_Microbacterium_kunmingenseT	31.0
g__3042730	26.0
Thalassobius_mediterraneus-_-AJ878874--_CECT_5383_=_XSM19_T	16.0
Dialister_micraerophilus-_-AFBB01000028--_DSM_19965_T	33.0
Mycoplasma_gallinaceum-_-L24104--_DD_T	33.0
g__1912771	16.0
Porphyromonas_catoniae-_-X82823--_ATCC_51270_T	34.0
Rhizobium_yanglingense-_-AF003375--_SH22623_T	18.0
Actinocatenispora_sera-_-AB263096--_KV-744_T	25.0
Brevibacillus_levickii-_-AJ715378--_LMG_22481_T	27.0
Martelella_mediterranea-_-AY649762--_MACL11_T	25.0
Microbacterium_neimengense-_-JN408293--_7087_T	31.0
Allorhizobium_taibaishanense-_-HM776997--_CCNWSX_0483_T	28.0
g__59195	25.0
Cohaesibacter_celericrescens-_-MF980970--_H1304_T	25.0
g__2861660	23.0
Mucilaginibacter_amnicola-_-LT223124--_TAPP7_T	22.0
Vagococcus_humatus-_-KX247009--_C25_T	32.0
g__490567	24.0
Jiella_endophytica-_-MK693022--_CBS_5Q-3_T	25.0
Methylocella_silvestris-_-CP001280--_BL2_T	18.0
Rhizobium_lusitanum-_-AY738130--_P1-7_T	25.0
Coprococcus_ammoniilyticus-_-JAOQJS000000000--_H1_22_T	35.0
Niallia_nealsonii-_-EU656111--_DSM_15077_T	28.0
Sulfitobacter_delicatus-_-AY180103--_KMM_3584T_T	21.0
Massilia_mucilaginosa-_-MN612043--_P5902_T	26.0
Rhodovulum_algae-_-LN908891--_JA877_T	25.0
Mycoplasma_ovipneumoniae-_-U44771--_Y-98_T	34.0
Chromobacterium_sinusclupearum-_-OL685291--_MWU13-2610_T	27.0
Pseudohalocynthiibacter_aestuariivivens-_-KM882610--_BS-W9_T	9.0
Streptomyces_mobaraensis-_-DQ442528--_NRRL_B-3729T_T	25.0
g__381430	27.0
Vibrio_penaeicida-_-AJ421444--_DSM_14398T_T	23.0
Providencia_vermicola-_-AM040495--_OP1_T	30.0
Streptomyces_massasporeus-_-AB184152--_NBRC_12796_T	24.0
Thermotoga_neapolitana-_-CP000916--_DSM_4359_T	74.0
Paraburkholderia_monticola-_-KF155692--_JC2948_T	23.0
Pseudoxanthomonas_sacheonensis-_-EF575564--_BD-c54_T	30.0
Devosia_naphthalenivorans-_-MG230310--_CM5-1_T	24.0
Neisseria_macacae-_-AJ247243--_ATCC_33926_T	35.0
Vibrio_neptunius-_-AJ316171--_LMG_20536_T	25.0
Cecembia_calidifontis-_-HE806326--_RQ-33_T	22.0
Pseudomonas_alcaligenes-_-D84006--_IAM12411_T	32.0
Streptomyces_halophytocola-_-JQ819259--_KLBMP1284_T	25.0
Alkalibacter_rhizosphaerae-_-MW513477--_ES005T	32.0
Alkalilacustris_brevis-_-MF664222--_34079_T	25.0
Chelativorans_petroleitrophicus-_-OP317546--_SCAU2101_T	24.0
Nonomuraea_lactucae-_-MH102315--_NEAU-YG30_T	26.0
g__119044	14.0
Enterocloster_clostridioformis-_-M59089--_ATCC_25537_T	31.0
Undibacterium_pigrum-_-AM397630--_CCUG_49009_T	30.0
Krasilnikoviella_flava-_-AM992980--_CC_0387_T	25.0
Weissella_uvarum-_-KF999666--_B18NM42_T	29.0
Carboxylicivirga_flava-_-KR809872--_Q15_T	28.0
Ralstonia_syzygii_subsp._indonesiensis-_-KC757057--_UQRS_464_T	26.0
Paenibacillus_koleovorans-_-AB681949--_NBRC_103111_T	29.0
Burkholderia_glumae-_-AMRF01000003--_LMG_2196_T	27.0
Hymenobacter_setariae-_-MH549147--_Fur1_T	17.0
g__252965	48.0
Cryobacterium_sinapicolor-_-JX949927--_TMT1-23-1_/type_materialtype_strain_of_Cryobacterium_sinapicolorT	29.0
g__2788933	26.0
Paraburkholderia_ferrariae-_-DQ514537--_FeGl01_T	25.0
Ahniella_affigens-_-KY649437--_D13_T	30.0
Deinococcus_frigens-_-AJ585981--_AA692_T	26.0
g__232115	24.0
Halomonas_venusta-_-AJ306894--_DSM_4743_T	25.0
g__295418	35.0
Mesorhizobium_escarrei-_-KP242308--_STM5069T	24.0
Acetobacter_vaccinii-_-MN121517--_KACC21233_T	28.0
Williamsia_muralis-_-Y17384--_MA140-96T_T	27.0
Agromyces_humatus-_-AY618216--_CD5_T	25.0
Umezawaea_endophytica-_-KP984506--_YIM_2047X_T	27.0
Caldicellulosiruptor_saccharolyticus-_-L09178--_Tp8T.6331_T	67.0
Sphingobacterium_hungaricum-_-MF471353--_Kb22T	12.0
Fontibacter_flavus-_-FN421478--_CC-GZM-130_T	22.0
Muricauda_ruestringensis-_-CP002999--_DSM_13258_T	26.0
Janibacter_terrae-_-AF176948--_CS12_T	16.0
g__449462	21.0
Nocardioides_ungokensis-_-KP893899--_UKS-03_T	26.0
Flectobacillus_pallidus-_-LT223123--_MVW-6_T	21.0
Isosphaera_pallida-_-CP002353--_ATCC_43644_T	26.0
Helicobacter_pullorum-_-AY631956--_ATCC_51801_T	34.0
g__2792393	29.0
Caldicellulosiruptor_changbaiensis-_-JX280492--_CBS-Z_T	67.0
Mycobacterium_hodleri-_-X93184--_DSM_44183_T	35.0
Pedobacter_gandavensis-_-MT441863--_31462_T	24.0
Lewinella_lutea-_-AB681892--_NBRC_102634_T	21.0
Sphingomonas_yabuuchiae-_-AB071955--_GTC868_T	27.0
Nocardiopsis_litoralis-_-EU583726--_JSM_073097_T	36.0
Oryzihumus_terrae-_-KF749263--_KIS22-12_T	25.0
g__1840207	29.0
g__1840204	25.0
Spongiactinospora_rosea-_-MG200157--_LHW63015_T	26.0
Caloramator_viterbiensis-_-AF181848--_JW/MS-VS5_T	53.0
Planomicrobium_soli-_-JQ772482--_XN13_T	11.0
g__156885	24.0
Pseudomonas_tensinigenes-_-CP077089--_ZA_5.3T	27.0
g__866673	29.0
Parabacteroides_gordonii-_-AB470343--_JCM_15724_T	33.0
Hydrogenophaga_laconesensis-_-KT756664--_HWB-10_T	26.0
Leifsonia_kafniensis-_-AM889135--_KFC-22_T	20.0
Neptunomonas_concharum-_-JF748732--_LHW37_T	10.0
Pandoraea_morbifera-_-LR536858--_LMG_31116_T	30.0
Methanohalophilus_levihalophilus-_-AB889605--_GTA13_T	30.0
g__898	30.0
g__896	30.0
g__2712688	25.0
g__893	28.0
g__890	27.0
Xenorhabdus_ehlersii-_-AJ810294--_DSM_16337_T	32.0
Micromonospora_thawaii-_-NR_178267--_DCWR9-8-2T	26.0
Thalassospira_australica-_-JRJE01000018--_NP3b2_T	14.0
Polaribacter_marinaquae-_-KR080701--_RZW3-2_T	19.0
Fulvivirga_kasyanovii-_-DQ836305--_KMM_6220_T	11.0
g__79206	29.0
Staphylococcus_petrasii_subsp._petrasii-_-JX139845--_CCM_8418_T	32.0
Nocardioides_rotundus-_-KT591403--_GY0594_T	26.0
Marinomonas_balearica-_-EU188448--_IVIA-Po-101_T	21.0
Georgfuchsia_toluolica-_-EF219370--_G5G6_T	24.0
Octadecabacter_arcticus-_-U73725--_238_T	9.0
Leucobacter_muris-_-LT797169--_DSM101948_T	25.0
Sejongia_antarctica-_-AY553293--_AT1013_T	28.0
g__2797878	26.0
Cellulosimicrobium_funkei-_-AY501364--_W6122_T	25.0
Planococcus_kocurii-_-AB680986--_NBRC_15850_T	0.0
Aequorivita_iocasae-_-MW444847--_KX20305_T	18.0
Filimonas_effusa-_-MF801371--_TTM-71_T	22.0
Nevskia_ramosa-_-ATVI01000001--_DSM_11499_T	26.0
Syntrophotalea_venetiana-_-U41562--_DSM_2394_LTP__T	27.0
Oecophyllibacter_saccharovorans-_-MG757796--_Ha5_T	26.0
Dyella_terrae-_-EU604273--_JS14-6_T	26.0
Neobacillus_vireti-_-AJ542509--_LMG_21834_T	28.0
Geodermatophilus_marinus-_-MG200147--_LHW52908_T	22.0
Alloprevotella_tannerae-_-ACIJ02000018--_ATCC_51259_T	30.0
Cellulophaga_baltica-_-CP009887--_NN016038_n_T	15.0
Shinella_yambaruensis-_-AB285481--_MS4_T	26.0
Salinicoccus_kunmingensis-_-DQ837380--_YIM_Y15-_DSM_17847-_CGMCC_1.6302_T	30.0
Schaalia_georgiae-_-X80413--_DSM_6843_T	33.0
Pseudoxanthomonas_wuyuanensis-_-JN247803--_XC21-2_T	30.0
Idiomarina_xiamenensis-_-GU471247--_10-D-4_T	7.0
Luteimonas_wenzhouensis-_-MN235837--_YD-1T	30.0
g__69474	25.0
Thermosyntropha_tengcongensis-_-HM807481--_L-60_T	45.0
Companilactobacillus_zhachilii-_-MH392835--_HBUAS52074_T	23.0
Silvimonas_terrae-_-AB194302--_KM-45_T	30.0
Litoribrevibacter_albus-_-KJ000475--_Y32_T	16.0
Ligilactobacillus_ruminis-_-AB326354--_NBRC_102161_T	28.0
Nevskia_soli-_-EF178286--_GR15-1_T	25.0
Ancylobacter_tetraedralis-_-AJ535708--_DSM_5895_T	26.0
g__2773294	27.0
Vibrio_crosai-_-JQ434120--_CAIM_1437_T	25.0
Thalassobacillus_hwangdonensis-_-EU817571--_AD-1_T	28.0
Kribbella_monticola-_-MG729590--_NEAU-SW521_T	26.0
Tellurimicrobium_multivorans-_-KP334257--_Ac_18_E7_T	26.0
g__1078829	26.0
Marinomonas_primoryensis-_-AB074193--_KMM_3633_T	20.0
Citrobacter_portucalensis-_-MVFY01000035--_A60_T	32.0
Flavobacterium_fontis-_-JN873147--_MIC3010_T	18.0
Prosthecobacter_vanneervenii-_-AJ966883--_DSM_12252_T	25.0
Agromyces_mariniharenae-_-MN328030--_NEAU-184_T	25.0
Gulosibacter_faecalis-_-AF300651--_ATCC_13722_T	27.0
Microbacterium_immunditiarum-_-DQ119293--_SK_18_T	31.0
Rhabdanaerobium_thermarum-_-KR054687--_SYSU_GA15001_T	45.0
Mycobacterium_helvum-_-KM216314--_JCM_30396_T	34.0
Parabacteroides_chongii-_-KX462878--_YMC_B3181_T	34.0
g__2200736	21.0
Sphingomonas_prati-_-KU535675--_W18RD_T	27.0
Dickeya_chrysanthemi-_-AJ233412--_DSM_4610_T	24.0
Cellulosimicrobium_fucosivorans-_-JAAFAN010000001--_SE3T	25.0
Corynebacterium_zhongnanshanii_-_-MN135974--_zg-320T	34.0
Luteimonas_padinae-_-LN879436--_CDR-SL15_T	30.0
Methylobacterium_iners-_-EF174497--_5317S-33_T	26.0
g__349742	20.0
Aureisphaera_salina-_-LC101490--_A6D-50_T	20.0
g__1707	25.0
Pediococcus_pentosaceus-_-AJ305321--_DSM_20336_-T-_T	26.0
Selenomonas_ruminantium_subsp._ruminantium-_-M62702--_GA192_T	36.0
Vibrio_areninigrae-_-EU143360--_J74_T	24.0
Deinococcus_citri-_-AB558498--_NCCP-154_T	24.0
g__2070447	35.0
Caenimonas_terrae-_-GU181268--_SGM1-15_T	26.0
g__2070443	34.0
Sphingomonas_oryziterrae-_-EU707560--_YC6722_T	29.0
Bacillus_nitratireducens-_-KJ812430--_MCCC_1A00732_T	28.0
Actirhodobacter_atriluteus-_-MW172823--_HHU_K3-1T	26.0
g__53318	23.0
Streptosporangium_amethystogenes_subsp._amethystogenes-_-X89935--_DSM_43179_T	26.0
Methylosarcina_quisquiliarum-_-AF177297--_AML-D4_LTP__T	28.0
Streptomyces_lilacinus-_-AB249906--_NBRC_12884_T	25.0
Vogesella_facilis-_-LN849947--_TTM-24_T	27.0
Noviherbaspirillum_pedocola-_-MT776695--_DKR-6T	29.0
Hymenobacter_cyanobacteriorum-_-MZ389908--_DH14T	16.0
Paraburkholderia_caledonica-_-AF215704--_LMG_19076_T	28.0
g__13134	24.0
Haloplanus_vescus-_-EU931578--_RO5-8_T	35.0
Ramlibacter_humi-_-MF631004--_18x22-1_T	27.0
Marimicrobium_arenosum-_-KP064188--_CAU1038_T	22.0
Deinococcus_gobiensis-_-EU427464--_I-0_T	24.0
g__2992130	44.0
g__1485594	23.0
Pontibacillus_halophilus-_-EU583728--_JSM_076056_T	27.0
Paenibacillus_rhizoryzae-_-KP675984--_1ZS3-5_T	26.0
Azospirillum_palustre-_-DQ787330--_B2_T	27.0
Corynebacterium_doosanense-_-EU998655--_CAU_212_T	26.0
Phocaeicola_barnesiae-_-AB253726--_JCM_13652_T	33.0
Sphingomonas_paucimobilis-_-HF558376--_DSM_30198_T	27.0
Gordonia_effusa-_-AB162799--_IFM_10200_T	27.0
Microbacterium_telephonicum-_-KT735048--_S2T63_T	31.0
Weeksella_massiliensis-_-HG931340--_FF8_T	28.0
Butyricimonas_faecihominis-_-AB916501--_180-3_T	32.0
Abditibacterium_utsteinense-_-KY386500--_R-68213_T	26.0
Lacisediminihabitans_profunda-_-MF770244--_CHu50b-6-2_T	29.0
Paenibacillus_piscarius-_-JF892726--_P121_/type_materialtype_strain_of_Paenibacillus_piscariusT	29.0
Nocardioides_aromaticivorans-_-AB087721--_H-1_T	26.0
Denitrificimonas_caeni-_-EU620679--_HY-14_T	27.0
g__484508	28.0
Microbispora_bryophytorum-_-KF886293--_NEAU-TX2-2_T	26.0
g__2303406	28.0
g__120652	24.0
Desmospora_profundinema-_-KM368342--_SCSIO_11154_T	36.0
Allocatelliglobosispora_scoriae-_-FN386736--_Sco-B14_T	27.0
Flavobacterium_dongtanense-_-GU073293--_LW30_T	18.0
g__435913	25.0
Paenibacillus_limicola-_-KY056224--_CJ6_T	28.0
g__33969	27.0
g__1649513	27.0
g__1649512	25.0
g__1649510	24.0
Streptomyces_alni-_-DQ460470--_D65_T	25.0
Arcobacter_trophiarum-_-FN650333--_64_T	29.0
Winogradskyella_wandonensis-_-KF768343--_WD-2-2_T	12.0
Spirosoma_metallicum-_-JX089328--_PR1014k_T	22.0
g__367188	30.0
Leuconostoc_mesenteroides_subsp._cremoris-_-ACKV01000113--_ATCC_19254_T	27.0
Rhodophyticola_porphyridii-_-KX268607--_MA-7-27_T	22.0
Mycobacterium_parascrofulaceum-_-AY337273--_ATCC_BAA-614_T	32.0
Methanothermococcus_okinawensis-_-CP002792--_IH1_T	49.0
Marinitoga_lauensis-_-MH457605--_LG1_T	59.0
Flavobacterium_tructae-_-HE612100--_435-08_T	23.0
g__44011	22.0
g__44013	26.0
Kribbella_pittospori-_-GU434268--_PIP_158_T	26.0
Vibrio_harveyi-_-AY750575--_NCIMB1280T_T	24.0
Gluconobacter_kanchanaburiensis-_-AB459530--_BCC_15889_T	25.0
g__2916692	30.0
g__2916693	43.0
g__2916690	30.0
g__2916691	30.0
